hotel_id,address,rank,Description,Amenities,score,Location,Cleanliness,Service,Value,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible
270,"83 Gower Street Bloomsbury, London WC1E 6HJ England",165,"The Arosfa Hotel London by Compass Hospitality is a refurbished 200-year old Georgian Town House in the heart of historic Bloomsbury district, the former home of the famous Pre-Raphaelite artist Sir John Everett Millais. The cool white garden squares and wide streets of Bloomsbury have been a pull to thinkers for centuries, and it sometimes seems like every second house has a blue plaque denoting that a great writer, scientist or philosopher once inhabited the building. It was in Bloomsbury that Karl Marx created communism, Virginia Woolf defined the twentieth century British novel, and Charles Darwin first conceived the theory of natural selection. The imposing bulk of the British Museum, home to seven millennia of human art and artefacts, dominates the area, and there are plenty of other academic institutions including Birkbeck College, the beautiful University of London Library, and RADA, London's grandest drama school.","['Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Breakfast available', 'Breakfast buffet', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', 'Complimentary instant cofffee', 'Complimentary tea', 'Desk', 'Telephone', 'Wardrobe / wardrobe', 'Wake-up service / alarm clock', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']",4.5,5.0,5.0,4.5,4.5,1264,588,91,33,19
271,"12 Penywern Road, London SW5 9ST England",664,"I was visiting London to watch Chelsea play at Stamford Bridge (on Sunday) and found the Merit Kensington Hotel ideally located, to meet friends and to enjoy the traditional London pubs, situated along the Earls Court Road, before and after the game.   Upon my arrival at Merit, I was met with a warm welcome and was personally shown to my room. The room was clean, with a modern, well equipped shower/bathroom.   I liked this hotel and recommend it.","['Free High Speed Internet (WiFi)', 'Internet', 'Blackout curtains', 'Safe', 'Telephone', 'Clothes rack']",4.5,5.0,4.5,4.5,3.5,16,8,3,1,0
272,"12 Upper Woburn Place, London WC1H 0HX England",596,"Located in the fashionable Bloomsbury district, this 4-star hotel offers bright, stylish rooms, an Italian restaurant, and a chic bar. King's Cross Station is less than 10 minutes' walk away. Complimentary Wi-Fi and access to hotel gym is offered. Each air-conditioned room at Ambassadors Bloomsbury includes a flat-screen TV with satellite channels, Hypnos mattresses, a safe, a hairdryer and tea/coffee making facilities. Complimentary mineral water and toiletries are also provided. The Number Twelve Restaurant serves gourmet Italian cuisine made from fresh, seasonal produce with views of the London streets. The stylish bar offers a wide selection of cocktails, beers, and wines, along with a snack menu and plasma-screen TV. Both Euston and Russell Square Station are 5 minutes' walk away, while St. Pancras, the terminal for the Eurostar, is a 10-minute walk away. The British Library is 5 minutes away on foot, and The British Museum is 15 minutes' walk. Major attractions such as the British Museum, London Zoo, Madame Tussauds and Camden Market are all less than a mile away. Camden is a great choice for travellers interested in jazz, opera and street musicians.","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Taxi service', 'Conference facilities', 'Meeting rooms', '24-hour security', 'Baggage storage', '24-hour check-in', 'Wifi', 'Restaurant', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Special diet menus', 'Wine / champagne', 'Fax / photocopying', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Shoeshine', 'Air conditioning', 'Room service', 'Safe', 'Bottled water', 'Flatscreen TV', 'Bridal suite', 'Non-smoking rooms']",3.5,4.5,4.5,4.0,3.5,611,1020,519,203,132
273,"Carburton Street, London W1W 5EE England",517,"Holiday Inn London Regent's Park hotel is ideally located near main attractions including Madame Tussauds and London Zoo, a short stroll to Lord's Cricket Ground, and the green open spaces of Regent's Park. We are also one of the most convenient central London Hotel's to Wembley Stadium via National Rail. The Holiday Inn is also very close to the famous shopping districts of Oxford Street and Regent Street. The hotel is easily accessible if travelling from Paddington, Euston or the Eurostar at Kings Cross St Pancras International Station. Leave your car in our NCP managed car park beneath the hotel as we are located just a 1 minute walk from the closest tube station which is Great Portland Street on the Circle, Metropolitan and Hammersmith & City Tube Lines. Also in very close proximity are the Victoria, Northern, Jubilee and Bakerloo Tube Lines. This makes exploring London's top attractions easy and convenient. Should you wish to enjoy comfort dining without leaving the hotel, our Junction Restaurant is a modern and contemporary eatery with both the individual traveller and families in mind. The Holiday Inn Regent's Park Junction Restaurant offers a wide range of menus, including an A la Carte and Table d’hote option as well as a pre theatre menu, and serves a variety of traditional and more international dishes. You will find a mouth-watering meal for every taste. The bar at London Regent's Park hotel has an extensive wine list and a full range of local, international beers and spirits which provides our guests with a great choice. Light meals and snacks are also served all day in the bar until 10.30 pm, and the bar is always open until late for guests staying in the hotel. All of the hotel's 332 rooms, made up of 264 Standard bedrooms and 68 Executive bedrooms which are allocated to our dedicated Executive floor, are double-glazed to help you enjoy a great night’s sleep. You will never be short of entertainment with our new state of the art TV system which has been installed throughout the hotel. The user-friendly interactive system gives access to the latest films before they are available on DVD/Blu-Ray and home Pay-TV. You can also enjoy 31 free-to air channels, 13 Radio stations as well as cartoons, favourite TV series, sit-coms and sports programs. For your central London accommodation whether it's for a short break, a long weekend or if you are in London for business, the Holiday Inn Regent's Park is a perfect place to stay. Our hotel is near the Eurostar International Terminal at Kings Cross St Pancras station - a major UK railway station located in Central London. St Pancras station has many facilities including shops, places to eat and drink and a daily farmers’ market. Hop on the Eurostar and enjoy a smooth comfortable journey to Paris, Brussels and Lille. It’s just an easy walk from the Regent's Park Hotel to London’s Theatres, including the London Palladium and Dominion, the shopping mecca of Oxford Street and Regent Street, and London's top attractions such as London Zoo, Madame Tussauds, London Eye, Buckingham Palace, the British War Museum and Hyde Park.","['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Centre with Internet Access', 'Conference facilities', 'Baggage storage', 'Concierge', 'Parking', 'Wifi', 'Paid wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms']",4.0,4.5,4.0,4.0,3.5,658,1251,572,151,74
274,"1 Seething Lane, London EC3N 4AX England",114,"Apex City of London provides memorable stays in the heart of London. It’s known for its friendly and warm welcome from check-in right through to check-out. You’ll be well looked after during your stay with a team on hand to answer your questions and help plan your visit. The hotel is located in central London, close to Tower Bridge, and is just a 30-minute trip on the DLR from London City Airport. The natural light that filters through floor-to-ceiling windows in the contemporary restaurant, lounge and bar area makes this hotel a great place to meet, eat or relax. Each bedroom features a 40” LCD TV with Sky channels and complimentary high-speed Wi-Fi. You’ll also get complimentary Elemis toiletries and a hair dryer in your room meaning you can travel light. Dedicated conference and meeting rooms provide well-equipped and convenient venues alongside a 24-hour gym. Plus, PURE Spa & Beauty offers you the chance to relax and be pampered with a wellness and beauty spa and infra-red sauna.","['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Body wrap', 'Baggage storage', 'Wifi', 'Sauna', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Special diet menus', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Couples massage', 'Facial treatments', 'Foot massage', 'Full body massage', 'Hand massage', 'Manicure', 'Massage', 'Neck massage', 'Concierge', 'Newspaper', 'Shared lounge / TV area', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine', 'Housekeeping', 'Room service', 'Safe', 'Telephone', 'VIP room facilities', 'Iron', 'Laptop safe', 'Flatscreen TV', 'Bridal suite', 'Non-smoking rooms', 'Suites']",4.5,4.5,5.0,4.5,4.5,3381,1467,239,63,33
275,"59 Brookdale New Southgate, London N11 1BS England",13,"Jasmine warmly welcomes you to Bay Tree House Bed and Breakfast. An award winning luxury B&B here in London at very affordable prices. All the rooms are newly redecorated keeping with the original ""Old English style"". With comfortable beds, T.V, and private bathrooms with outsized showers. The property boasts beautiful views of Arnos Park which has free tennis courts. Conveniently located in New Southgate, North London. The closest tube is Arnos Grove which is approximately a 5 minute walk. Central London is a 25-30 minute tube journey.","['Free parking', 'Parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Baggage storage', 'Non-smoking hotel', 'Express check-in / check-out', 'Breakfast available', 'Shared kitchen', 'Sun terrace', 'Desk', 'Iron', 'Wake-up service / alarm clock', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']",5.0,4.5,5.0,5.0,5.0,814,70,11,3,1
276,"142 Minories, London EC3N 1LS England",146,"Ideally located near Tower Bridge and the Tower of London, Hotel Indigo London Tower Hill is just a stone's throw away from all of London's transportation links and so eminently suitable to both leisure visitors and business travellers alike.","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Video game console', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Centre with Internet Access', 'Meeting rooms', 'Baggage storage', 'Executive lounge access', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Fax / photocopying', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Bathrobes', 'Air conditioning', 'Desk', 'Housekeeping', 'Room service', 'Coffee / tea maker', 'Flatscreen TV', 'Hair dryer', 'Safe', 'Iron', 'Minibar', 'On-demand films', 'Non-smoking rooms', 'Suites']",4.5,4.5,5.0,4.5,4.5,1025,402,57,16,7
277,"201-211 Long Lane, London SE1 4PN England",300,"Enjoy an exceptional stay in the brand-new Residence Inn London Bridge, located in London’s most vibrant and easily accessible location for the City of London. The hotel offers the business traveller a home-from-home experience and is the perfect option, whether you are staying for one night or are looking for a ‘place to call home’ for extended period of time. All our suites are well-appointed and offer every day amenities to make your stay more comfortable and productive, including a separate bedroom and living area with work space. Our fully equipped kitchen, includes: refrigerator, microwave, hob, oven, dishwasher and cookware. Complimentary hot breakfast is served every morning. If you like to keep fit whilst on the move, our state-of-the-art fitness centre is available 24/7. In addition, we also offer complimentary Wi-Fi throughout the hotel, communal laundry facilities and a 24/7 Grab ’n Go Market in the lobby.","['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free breakfast', 'Bicycle rental', 'Golf course', 'Pets Allowed ( Dog / Pet Friendly )', 'Fax / photocopying', 'Baggage storage', 'Wifi', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Kid-friendly buffet', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Air conditioning', 'Housekeeping', 'Safe', 'Kitchenette', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.5,4.5,4.5,4.5,4.5,151,63,27,9,11
278,"Bryanston Street, London W1H 7EH England",192,"Located at the top of Oxford Street and just steps from Hyde Park and the West End, come and discover what a hotel stay should really be like at Amba Hotel Marble Arch. Perfect for shopping trips, city breaks and exploring this world-famous city, every aspect of the hotel has been designed by our guests, including unlimited, fast, free Wi-Fi in all areas of the hotel, complimentary mini-bars and Nespresso(R) machines in all rooms - all at no extra charge. Get more from your stay at the 4-star central London Amba Hotel Marble Arch","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Car hire', 'Business Centre with Internet Access', 'Conference facilities', '24-hour security', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'VIP room facilities', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Iron', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.5,5.0,4.5,4.5,4.0,2033,715,184,72,57
279,"35 Gloucester Road, London SW7 4PQ England",227,All Citadines Apart’hotels provide a wide range of apartment choices with fully-equipped kitchens for a customised living experience and all the services and amenities you need to make you feel right at home in a different city.,"['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Breakfast available', 'Pets Allowed ( Dog / Pet Friendly )', 'Baggage storage', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Parking', 'Wifi', 'Complimentary instant cofffee', 'Non-smoking hotel', 'Laundry service', 'Self-serve laundry', 'Shoeshine', 'Desk', 'Safe', 'Seating area', 'Telephone', 'Coffee / tea maker', 'Kitchenette', 'Flatscreen TV', 'Bath / shower', 'Iron', 'Kitchenware', 'DVD / CD player', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']",4.5,4.5,4.5,4.0,4.0,589,447,109,44,26
280,"Chichester Street Dolphin Square, London SW1V 3LX England",427,"Dolphin House offers a range of contemporary serviced apartments in a quiet residential area. Set around three and a half acres of idyllic gardens along the River Thames, just a short distance from Central London. A selection of apartments are available from economy singles to 1bed 2 bed and 3 bed apartments. Dolphin House is on the north side of Dolphin Square Village with its 1069 residential apartments, Bar and Grill, Lounge Bar Sports and Fitness Club and brand new Moroccan Inspired Spa, The Spa in Dolphin Square. The facilities are open to all.All Just 5 mins walk from the nearby Pimlico tube, just 3 stops (7 mins) on the Victoria line to Oxford Circus.","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Squash', 'Taxi service', 'Business Centre with Internet Access', 'Wifi', 'Indoor pool', 'Heated pool', 'Fitness / spa changing rooms', 'Sauna', 'Restaurant', 'Breakfast buffet', 'Conference facilities', 'Meeting rooms', 'Spa', 'Hammam', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Iron', 'Kitchenette', 'Microwave', 'Refrigerator', 'Kitchenware', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.0,4.5,4.5,4.0,4.0,580,568,188,90,56
281,"2 Butcher Row, London E14 8DS England",17,"The Royal Foundation of St Katharine is a charitable foundation which sits within, yet apart from, the heart of London’s East End. Just minutes from the City and Canary Wharf, our comfortable accommodation offers a secure and relaxing environment and an unparalleled sense of peaceful seclusion. We invite you to explore St Katharine’s and to discover what you may find in this hidden oasis. Simple, comfortable, and all with en-suite facilities, our recently refurbished bedrooms are available both to individuals and members of groups at St Katharine’s. For a long stay or short, take advantage of our proximity to central London, our excellent transport links, and the unrivaled calm you will find here. Our quiet garden and serene chapel are open to all our guests and provide a welcome contrast to the hustle of a day in the capital. We have recently opened St Katharine's Precinct adjacent to our main site. This includes the only Yurt Cafe in London serving freshly prepared breakfast, Lunch and craft coffee 9am - 5pm daily.","['Free parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Taxi service', 'Conference facilities', 'Meeting rooms', 'Baggage storage', 'Chapel / shrine', 'Parking', 'Wifi', 'Coffee shop', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Snack bar', 'Special diet menus', 'Fax / photocopying', 'Gift shop', 'Non-smoking hotel', 'Outdoor furniture', '24-hour front desk', 'Dry cleaning', 'Desk', 'Fireplace', 'Housekeeping', 'Bottled water', 'Wake-up service / alarm clock', 'Coffee / tea maker', 'Bath / shower', 'Non-smoking rooms', 'Family rooms']",4.5,4.5,5.0,4.5,4.5,445,165,25,9,4
282,"6 Woodside Park Road North Finchley, London N12 8RP England",290,"Minutes from Woodside Park Tube, the good-quality Glenlyn has good access to the Wembley Complex, Alexandra Palace and Central London, without the Central London prices. At Glenlyn there is free parking and free wireless internet. There is a high standard of comfort and service, and good links to the M25, M1 and A40. Glenlyn is outside the London Congestion Zone. The welcoming North London Hotel is family-run and offers modern yet cosy rooms. There is a private bar, a garden and a conservatory where good breakfasts are served. A new addition to the Glenlyn is our recently refurbished apartments, perfect for families and guests requiring the extra facilities and space.","['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Bar / lounge', 'Baggage storage', 'Non-smoking hotel', 'Laundry service', 'Breakfast buffet', 'Safe', 'Flatscreen TV', 'Non-smoking rooms', 'Family rooms']",4.5,4.0,4.5,4.5,4.5,288,239,57,10,4
283,"18 Lodge Road St. Johns Wood, London NW8 7JT England",452,"Situated in the heart of St. John’s Wood, one of the most sought after residential areas in London, the 4 star Danubius Hotel Regents Park is a hidden gem that provides a convenient base for both the business and the leisure guests thanks to its proximity to central London and transport links. This truly unique London hotel boasts an excellent location, right opposite Regent's Park and the iconic Lord’s Cricket Ground and is within walking distance from Madame Tussaud’s, London Zoo, The Sherlock Holmes Museum, Baker Street and the famous Abbey Road Studios, making it the ideal choice for travelers. Upon arrival, guests will experience a warm welcome and discover the comfort and continental style of the 360 tastefully decorated bedrooms and suites, all perfectly equipped to ensure guests find all of the amenities they need, including free Wi-Fi, writing desk with chair, in-room laptop-sized safe and smart TV. After a day spent exploring the fashionable boutiques, art galleries and restaurants that characterise London, guests can relax in the elegant settings of the grand Pavilion Lounge or discover fine dining at the newly redesigned restaurant, the Pavilion Grill. The Danubius Hotel Regents Park is a central London hotel with a key focus on first class hospitality and customer service, aimed at making the Danubius experience unforgettable. The knowledgeable concierge team takes care of everything the guests might need inside and outside the hotel and offers the best advice on things to see and do in the wonderful city of London.","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', '24-hour security', 'Paid private parking on-site', 'Car park', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Wine / champagne', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'ATM on site', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Interconnected rooms available', 'Refrigerator', 'Cable / satellite TV', 'Bath / shower', 'Room service', 'Seating area', 'Telephone', 'Wardrobe / wardrobe', 'Clothes rack', 'Laptop safe', 'Private bathrooms', 'Wake-up service / alarm clock', 'Electric kettle', 'Flatscreen TV', 'Radio', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Bridal suite', 'Non-smoking rooms', 'Suites']",4.0,4.5,4.5,4.0,4.0,619,655,279,105,60
284,"53-61 Southwark Bridge Road, London SE1 9HH England",298,"In response to the COVID-19 pandemic and government guidelines we have taken the difficult decision to close the hotel. Our thoughts remain with everyone impacted across the world and we look forward to welcoming guests and visitors back soon. Novotel London Bridge is a 4-Star hotel in an ideal location. Guests will find great tourist attractions such as the Shard, the Tate Modern, St. Pauls Cathedral and Borough Market - all within walking distance. Those looking to travel further afield can do so easily with multiple tube stations located nearby. The hotel features a variety of meeting and conference rooms, in addition to a wedding function suite, capable of accommodating up to 100 people. Guests can enjoy a wide selection of activities, from relaxing spa days or decadent meals. The hotel is located near London Bridge and offers easy-access to most major landmarks. Whether you're travelling for business or visiting with family and friends, guests can easily enjoy the many pleasures the city has to offer. Come rain or shine, enjoy the many attractions London has to offer, no matter the weather. Discover things to see and do near Novotel London Bridge.","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Kids club', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Kid-friendly buffet', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Interconnected rooms available', 'Room service', 'Safe', 'Minibar', 'Flatscreen TV', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,4.5,4.5,4.0,4.0,955,1308,352,105,52
285,"26-42 Bond Street Ealing, London W5 5AA England",319,"Relax on a sumptuous sofa while you’re checked in via iPad at Hotel Xanadu, with its interiors and rooms furnished in exotic opulence. Next to Ealing Green, the hotel is only 5 minutes’ walk from Ealing Broadway Rail and Underground Station, with tube services running to central London via the District and Central lines. Ealing Studios, the oldest working film studio in the world, is just half a mile away. A room at Xanadu is richly decorated with stylish touches, as well as a sleek, tiled bathroom. Every interactive flat-screen TV provides on-demand movies, which you can watch with a cup of tea or coffee made in the room. Enjoy cocktails at our onsite Tuk Tuk Pop-Up Bar.","['Free High Speed Internet (WiFi)', 'Wifi', 'Bar / lounge', 'Airport transportation', 'Meeting rooms', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Restaurant', 'Breakfast buffet', 'Air conditioning', 'Room service', 'Safe', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.5,4.5,4.5,4.5,4.5,312,256,56,14,18
286,"78 King's Cross Road, London WC1X 9QG England",141,"Clink is a social and stylish backpacker hostel in a converted court house! Experience a heritage building with a modern twist: internet and TV courtrooms, prison cells, private rooms, dorm rooms, self-catering kitchen, funky bar... Judge for yourself!","['Free internet', 'Bar / lounge', 'Game room', 'Billiards', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', 'Public wifi', 'Breakfast buffet', 'Vending machine', 'Entertainment staff', 'Evening entertainment', 'Karaoke', 'Nightclub / DJ', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Laundry service', 'Housekeeping', 'Safe', 'Non-smoking rooms']",3.5,4.0,3.5,3.5,3.5,557,947,617,293,272
287,"469-475 The Highway, London E1W 3HN England",473,"Holiday Inn Express London-Limehouse hotel, 5 minutes' walk from Limehouse DLR and 5 miles from London-City Airport. The modern Holiday Inn Express London-Limehouse lies just outside the City of London and the Congestion Charge zone in the East London district of Limehouse. It's just a short walk to Docklands Light Railway(DLR) links for 20-minute journeys to central London and London-City Airport. The Holiday Inn Express London-Limehouse's 4 meeting rooms can be tailored to meetings for up to 20 people. You can hop on the DLR train for 5 minutes to Canary Wharf and Bank stations, and get to exhibitions and conferences at ExCel exhibition centre in just 13 minutes. There's wireless Internet throughout the hotel. Drive just 10 minutes to The O2 arena in Greenwich for live music and entertainment. You can buy a London Travelcard to get to the city's sights.","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Parking', 'Wifi', 'Bar / lounge', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine', 'Air conditioning', 'Desk', 'Housekeeping', 'Interconnected rooms available', 'Coffee / tea maker', 'Flatscreen TV', 'On-demand films', 'Bath / shower', 'Safe', 'Telephone', 'Iron', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']",4.0,3.5,4.5,4.0,4.0,304,549,222,53,30
288,"252 High Holborn, London WC1V 7EN England",78,"Rosewood London combines English heritage with contemporary sophistication in the very heart of the capital. The Grade II-listed, building has been renovated to provide accommodation with the feel of a stylish London residence. The guestrooms and suites are inspired by a traditional British manor house. The restaurants and bars are destinations in their own right. Recreational facilities include the Sense, A Rosewood Spa, Rosewood's signature spa brand, and a well-equipped fitness suite.","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Evening entertainment', 'Babysitting', 'Books, DVDs, music for children', 'Airport transportation', 'Wifi', 'Fitness / spa changing rooms', 'Personal trainer', 'Sauna', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', ""Children's television networks"", 'Highchairs available', 'Car hire', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Body wrap', 'Couples massage', 'Facial treatments', 'Foot bath', 'Foot massage', 'Full body massage', 'Hand massage', 'Head massage', 'Manicure', 'Massage', 'Neck massage', 'Pedicure', 'Salon', 'Steam room', '24-hour security', 'Concierge', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Blackout curtains', 'Soundproof rooms', 'Air conditioning', 'Additional bathroom', 'Desk', 'Coffee / tea maker', 'Cable / satellite TV', 'Walk-in shower', 'Bathrobes', 'Dining area', 'Housekeeping', 'Room service', 'Safe', 'Sofa', 'Telephone', 'VIP room facilities', 'Wardrobe / wardrobe', 'Bottled water', 'Clothes rack', 'Iron', 'Laptop safe', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Minibar', 'Flatscreen TV', 'On-demand films', 'Radio', 'iPod docking station', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.5,4.5,5.0,5.0,4.5,2130,313,73,41,16
289,"18 Lodge Road St. Johns Wood, London NW8 7JT England",452,"Situated in the heart of St. John’s Wood, one of the most sought after residential areas in London, the 4 star Danubius Hotel Regents Park is a hidden gem that provides a convenient base for both the business and the leisure guests thanks to its proximity to central London and transport links. This truly unique London hotel boasts an excellent location, right opposite Regent's Park and the iconic Lord’s Cricket Ground and is within walking distance from Madame Tussaud’s, London Zoo, The Sherlock Holmes Museum, Baker Street and the famous Abbey Road Studios, making it the ideal choice for travelers. Upon arrival, guests will experience a warm welcome and discover the comfort and continental style of the 360 tastefully decorated bedrooms and suites, all perfectly equipped to ensure guests find all of the amenities they need, including free Wi-Fi, writing desk with chair, in-room laptop-sized safe and smart TV. After a day spent exploring the fashionable boutiques, art galleries and restaurants that characterise London, guests can relax in the elegant settings of the grand Pavilion Lounge or discover fine dining at the newly redesigned restaurant, the Pavilion Grill. The Danubius Hotel Regents Park is a central London hotel with a key focus on first class hospitality and customer service, aimed at making the Danubius experience unforgettable. The knowledgeable concierge team takes care of everything the guests might need inside and outside the hotel and offers the best advice on things to see and do in the wonderful city of London.","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', '24-hour security', 'Paid private parking on-site', 'Car park', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Wine / champagne', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'ATM on site', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Interconnected rooms available', 'Refrigerator', 'Cable / satellite TV', 'Bath / shower', 'Room service', 'Seating area', 'Telephone', 'Wardrobe / wardrobe', 'Clothes rack', 'Laptop safe', 'Private bathrooms', 'Wake-up service / alarm clock', 'Electric kettle', 'Flatscreen TV', 'Radio', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Bridal suite', 'Non-smoking rooms', 'Suites']",4.0,4.5,4.5,4.0,4.0,619,655,279,105,60
